index,pp_min,pp_mean,pp_max,pop_dev_max,pop_dev_mean,cut_edges,step,plan_idx,county_splits
1972,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1972,1972,4
1284,0.24226347860943315,0.33037964215213117,0.4184958056948292,0.0042047452307960535,0.0042047452307960535,31,1284,1284,4
624,0.25082879598066665,0.3565057288238148,0.4621826616669629,0.0009182442936638238,0.0009182442936638238,35,624,624,4
1970,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1970,1970,4
1995,0.23752292707144457,0.3343653241267371,0.4312077211820296,0.0027954145902044257,0.0027954145902044257,32,1995,1995,4
1288,0.24226347860943315,0.33037964215213117,0.4184958056948292,0.0042047452307960535,0.0042047452307960535,31,1288,1288,4
1971,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1971,1971,4
626,0.25082879598066665,0.3565057288238148,0.4621826616669629,0.0009182442936638238,0.0009182442936638238,35,626,626,4
1973,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1973,1973,4
1994,0.23752292707144457,0.3343653241267371,0.4312077211820296,0.0027954145902044257,0.0027954145902044257,32,1994,1994,4
1259,0.2867158377980304,0.3517401611163956,0.4167644844347609,0.004242521103636654,0.004242521103636654,23,1259,1259,5
625,0.25082879598066665,0.3565057288238148,0.4621826616669629,0.0009182442936638238,0.0009182442936638238,35,625,625,4
1962,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1962,1962,4
1969,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1969,1969,4
1965,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1965,1965,4
627,0.25082879598066665,0.3565057288238148,0.4621826616669629,0.0009182442936638238,0.0009182442936638238,35,627,627,4
1993,0.23752292707144457,0.3343653241267371,0.4312077211820296,0.0027954145902044257,0.0027954145902044257,32,1993,1993,4
1967,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1967,1967,4
628,0.25082879598066665,0.3565057288238148,0.4621826616669629,0.0009182442936638238,0.0009182442936638238,35,628,628,4
1968,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1968,1968,4
1966,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1966,1966,4
1289,0.24226347860943315,0.33037964215213117,0.4184958056948292,0.0042047452307960535,0.0042047452307960535,31,1289,1289,4
1963,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1963,1963,4
1974,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1974,1974,4
1287,0.24226347860943315,0.33037964215213117,0.4184958056948292,0.0042047452307960535,0.0042047452307960535,31,1287,1287,4
623,0.25082879598066665,0.3565057288238148,0.4621826616669629,0.0009182442936638238,0.0009182442936638238,35,623,623,4
622,0.25082879598066665,0.3565057288238148,0.4621826616669629,0.0009182442936638238,0.0009182442936638238,35,622,622,4
1286,0.24226347860943315,0.33037964215213117,0.4184958056948292,0.0042047452307960535,0.0042047452307960535,31,1286,1286,4
1964,0.28760866092675824,0.3272006311196663,0.36679260131257435,0.0023944091708195912,0.0023944091708195912,29,1964,1964,4
1285,0.24226347860943315,0.33037964215213117,0.4184958056948292,0.0042047452307960535,0.0042047452307960535,31,1285,1285,4
