index,pp_min,pp_mean,pp_max,pop_dev_max,pop_dev_mean,cut_edges,step,plan_idx,county_splits
861,0.4793753191047837,0.5150275196610761,0.5506797202173686,0.004674402286925999,0.004674402286925999,43,861,860,2
685,0.435427959122935,0.46637688184938975,0.49732580457584447,0.0028039114245019705,0.0028039114245019705,32,685,684,1
688,0.435427959122935,0.46637688184938975,0.49732580457584447,0.0028039114245019705,0.0028039114245019705,32,688,687,1
862,0.4793753191047837,0.5150275196610761,0.5506797202173686,0.004674402286925999,0.004674402286925999,43,862,861,2
863,0.4793753191047837,0.5150275196610761,0.5506797202173686,0.004674402286925999,0.004674402286925999,43,863,862,2
1874,0.43578486881251827,0.4436751255769529,0.45156538234138743,0.0021579077510404036,0.0021579077510404036,29,1874,1873,1
687,0.435427959122935,0.46637688184938975,0.49732580457584447,0.0028039114245019705,0.0028039114245019705,32,687,686,1
867,0.4793753191047837,0.5150275196610761,0.5506797202173686,0.004674402286925999,0.004674402286925999,43,867,866,2
866,0.4793753191047837,0.5150275196610761,0.5506797202173686,0.004674402286925999,0.004674402286925999,43,866,865,2
689,0.435427959122935,0.46637688184938975,0.49732580457584447,0.0028039114245019705,0.0028039114245019705,32,689,688,1
236,0.4431642786600637,0.4514306146457531,0.45969695063144256,0.004743747314020743,0.004743747314020743,31,236,236,1
864,0.4793753191047837,0.5150275196610761,0.5506797202173686,0.004674402286925999,0.004674402286925999,43,864,863,2
690,0.435427959122935,0.46637688184938975,0.49732580457584447,0.0028039114245019705,0.0028039114245019705,32,690,689,1
686,0.435427959122935,0.46637688184938975,0.49732580457584447,0.0028039114245019705,0.0028039114245019705,32,686,685,1
1875,0.43578486881251827,0.4436751255769529,0.45156538234138743,0.0021579077510404036,0.0021579077510404036,29,1875,1874,1
865,0.4793753191047837,0.5150275196610761,0.5506797202173686,0.004674402286925999,0.004674402286925999,43,865,864,2
