index,pp_min,pp_mean,pp_max,pop_dev_max,pop_dev_mean,cut_edges,step,plan_idx,county_splits
142,0.11093199424427826,0.23876835310273725,0.536294041617927,0.004449914914443588,0.0026435692576681265,781,142,39,54
147,0.13553995461717913,0.21731506655793092,0.536294041617927,0.00409445226255957,0.001940307327821304,765,147,44,57
143,0.11093199424427826,0.23876835310273725,0.536294041617927,0.004449914914443588,0.0026435692576681265,781,143,40,54
141,0.11093199424427826,0.23876835310273725,0.536294041617927,0.004449914914443588,0.0026435692576681265,781,141,38,54
149,0.13553995461717913,0.21731506655793092,0.536294041617927,0.00409445226255957,0.001940307327821304,765,149,46,57
365,0.10730693585421945,0.19526103263812913,0.3562481267181943,0.004870368872082521,0.0033205988690923308,920,365,198,53
148,0.13553995461717913,0.21731506655793092,0.536294041617927,0.00409445226255957,0.001940307327821304,765,148,45,57
1915,0.10627440922613421,0.1855326832382937,0.2646000297243715,0.004684679427068481,0.002131007440399215,882,1915,752,53
